wdid,icrsra,icrsdec,spectype,teff,logg,mass,logL,age,loghhe,logche,logch,lognh,logohe,logoh,lognahe,lognah,logmghe,logmgh,logalhe,logalh,logsihe,logsih,logphe,logph,logshe,logsh,logclhe,logcahe,logcah,logsche,logsch,logtihe,logtih,logvhe,logcrhe,logcrh,logmnhe,logmnh,logfehe,logfeh,logcohe,lognihe,lognih,logcuhe,logznhe,loggahe,loggehe,logsrhe,parallax,Dpc,comp,Mv
SDSS J232428.22-021644.7,23 24 28.23,-02 16 45.28,DAZ,6476.0,7.981,0.562,,1.93,,,,,,,,,,,,,,,,,,,,-10.5,-8.25,,,,,,,,,,,,,,,,,,,,12.22472895,81.80,H,
SDSS J232716.75+265731.6,23 27 16.78,26 57 31.66,DAZ:,7502.0,7.942,0.559,,1.172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.512098433,181.42,H,
SDSS J233430.82+071016.3,23 34 30.83,07 10 16.34,DAZ,6656.0,6.877,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.441399872,,H,
SDSS J233524.63+052621.0,23 35 24.66,05 26 21.01,DAZ:,7118.0,7.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.779512196,128.54,,
SDSS J234031.03+061451.1,23 40 31.09,06 14 50.89,DAZ:,7182.0,8.345,0.813,,2.895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.046679329,124.27,H,
SDSS J234340.06+113925.4,23 43 40.07,11 39 25.49,DAZ:,7140.0,7.274,0.267,,0.7005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.18721964,313.75,H,
SDSS J234859.70+384243.6,23 48 59.70,38 42 43.56,DAZ,6476.0,5.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.246459723,,,
SDSS J235416.45+393928.4,23 54 16.45,39 39 28.36,DAZ,6303.0,5.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.022809429,7940.33,,
Ton 946,08 44 16.36,33 29 14.96,DAZ,25502.0,8.19,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.493168189,133.45,H,10.49
Ton 953,08 49 09.32,34 29 47.86,DAZ,7445.0,7.944,0.56,-3.37,1.25,,,,,,,,,,,,,,,,,,,,,-9.66,,,,,,,,,,,,,,,,,,,,32.42763425,30.84,H,13.36
V* ZZ Psc,23 28 47.21,05 14 49.97,DAZ,11529.0,8.042,0.629,-2.62,0.44,,,-6.9,<-5.7,,-5.0,,<-6.7,,-5.77,,<-6.1,,-5.6,,,,<-7.0,,,-6.58,,,,-7.9,,,-7.51,,<-7.2,,-5.9,,,<-7.3,,,,,,57.06200121,17.52,H,11.82
WD 0047+190,00 50 12.48,19 19 47.96,DAZ,16510.0,7.996,0.613,,0.1562,,,,,,,,,,,,,,,,,,,,,-6.1,,,,,,,,,,,,,,,,,,,,10.62419359,94.12,H,
WD 0108+277,01 10 44.50,27 58 13.24,DAZ,6284.0,7.584,0.396,-3.65,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.31218235,38.01,H,13.06
WD 0145+234,01 47 54.81,23 39 42.04,DAZ,12990.0,8.082,0.657,-2.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.98067209,29.43,H,11.69
WD 0307+077,03 10 09.08,07 57 30.61,DAZ,10184.0,8.011,0.607,,0.61,,,,,,,,,,,,,,,,,,,,,-7.1,,,,,,,,,,,,,,,,,,,,15.15596434,65.98,H,
WD 0850+190,08 52 54.93,18 50 12.60,DAZ,8108.0,7.973,0.561,,1.08,,,,,,,,,,,,,,,,,,,,,-6.94,,,,,,,,,,,,,,,,,,,,10.34552569,96.66,H,
WD 0920+012,09 22 56.03,01 03 05.69,DAZ,6061.0,7.978,0.575,-3.72,2.28,,,,,,,,,,,,,,,,,,,,,-9.08,,,,,,,,,,,,,,,,,,,,30.90499833,32.36,H,14.17
WD 1054-226,10 56 38.54,-22 52 51.31,DAZ,7836.0,8.1,0.655,,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.65107562,36.16,H,13.17
WD 1124-293,11 27 09.51,-29 40 15.51,DAZ,9402.0,7.989,0.592,-2.98,0.73,,,,,,,,,,,,,,,,,,,,,-8.53,,,,,,,,,,,,,,,,,,,,29.82702372,33.53,H,12.5
WD 1129+071,11 32 03.47,06 55 10.68,DA;DAZ?,14548.0,7.9,0.56,,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44088245,51.44,H,11.44
WD 1202-232,12 05 26.72,-23 33 08.51,DAZ,8540.0,7.959,0.572,-3.05,0.95,,,,,,,,,,,,,,,,,,,,,-9.7,,,,,,,,,,,-7.85:,,,,,,,,,95.90170124,10.43,H,12.62
WD 1225+006,12 28 07.67,00 22 21.12,DAZ,9300.0,7.983,0.588,-2.92,0.75,,,,,,,,,,,,,,,,,,,,,-9.7,,,,,,,,,,,,,,,,,,,,30.9519525,32.31,H,12.36
WD 1309-256,13 12 07.41,-25 54 24.06,DAZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.222109533,4502.28,,14.07
WD 1315-110,13 17 47.09,-11 21 05.88,DAZ,9052.0,8.043,0.623,,0.86,,,,,,,,,,,,,,,,,,,,,-9.2,,,,,,,,,,,,,,,,,,,,25.18312786,39.71,H,
WD 1356+373,13 58 16.07,37 04 19.44,DAZ,5532.0,8.0,0.585,,3.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.06828003,82.86,H,
WD 1407+425,14 09 45.22,42 16 00.50,DAZ,9965.0,8.065,0.639,-2.86,0.69,,,,,,,,,,,,,,,,,,,,,-9.87,,,,,,,,,,,,,,,,,,,,27.86208404,35.89,H,12.25
WD 1408+029,14 10 39.94,02 45 09.18,DAZ,5562.0,7.968,0.566,-3.77,3.61,,,,,,,,,,,,,,,,,,,,,-9.29,,,,,,,,,,,,,,,,,,,,36.09077639,27.71,H,14.31
WD 1653+385,16 54 45.71,38 29 31.40,DAZH,5808.0,8.173,0.695,-3.74,4.4,,,,,,,,-8.1,,-7.1,,-7.6,,-7.2,,,,,,,-8.0,,,,-9.55,,,-9.55,,,,-7.8,,,-9.1,,,,,,36.6359048,27.30,H,14.23
WD 1701+596,17 02 04.75,59 36 36.77,DAZ,10218.0,8.202,0.726,,0.768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.446857052,183.59,H,
WD 2132+096,21 34 50.75,09 55 19.46,DAZ,13089.0,7.975,0.594,,,,,,,,,,,,,,,,,,,,,,,-7.7,,,,,,,,,,,,,,,,,,,,13.008357,76.87,H,
WD 2152+127,21 54 31.07,13 00 25.59,DAZ,5187.0,8.011,0.576,,5.37,,,,,,,,,,,,,,,,,,,,,-9.49,,,,,,,,,,,,,,,,,,,,18.70179309,53.47,H,
WD J1557+0916,15 57 20.77,09 16 24.37,DAZ,13428.0,6.866,0.216,,0.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.776658304,562.85,H,9.98
WIRED J080744.87-071437.2,08 07 44.87,-07 14 37.21,DAZ,14828.0,5.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.208266589,4801.54,,
WIRED J230645.72+212859.3,23 06 45.73,21 28 59.28,DAZ,93333.0,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.487663131,2050.60,,
Wolf 88,01 48 57.05,19 02 25.72,DAZB,11500.0,8.0,,,,-2.89,,,,,,,,-7.22,,,,,,,,,,,-8.7,,,,,,,,,,,-7.7,,,,,,,,,,21.09008211,47.42,He,12.05
[VV2006] J013553.8+132209,01 35 53.73,13 22 09.26,DAZ:,7284.0,9.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.159939447,,,
