wdid,icrsra,icrsdec,spectype,teff,logg,mass,logL,age,loghhe,logche,logch,lognh,logohe,logoh,lognahe,lognah,logmghe,logmgh,logalhe,logalh,logsihe,logsih,logphe,logph,logshe,logsh,logclhe,logcahe,logcah,logsche,logsch,logtihe,logtih,logvhe,logcrhe,logcrh,logmnhe,logmnh,logfehe,logfeh,logcohe,lognihe,lognih,logcuhe,logznhe,loggahe,loggehe,logsrhe,parallax,Dpc,comp,Mv
Gaia DR3 1194338320919160704,15 37 36.74,14 17 10.63,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4647,405.73,,
Gaia DR3 1205590933372532096,16 10 27.74,21 55 39.67,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4256,225.96,,
Gaia DR3 1247704771336183680,13 45 17.40,18 22 17.44,DZH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6841,271.44,,
Gaia DR3 1250473165520410240,14 00 53.02,21 42 50.23,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1895,161.56,,
Gaia DR3 1267915135084797312,15 03 51.82,25 33 32.22,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9814,200.75,,
Gaia DR3 1335142707685689984,17 12 07.13,34 20 04.22,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.742,210.88,,
Gaia DR3 1370509912238133120,15 36 32.92,32 22 13.01,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.368,422.30,,
Gaia DR3 1373634582550600832,15 34 57.70,33 14 50.52,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2863,304.29,,
Gaia DR3 1376794170945302656,15 46 33.20,38 50 09.65,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6104,276.98,,
Gaia DR3 1377401822919131008,15 39 53.28,38 55 23.07,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8343,260.80,,
Gaia DR3 1378540294194142208,16 08 01.18,37 37 07.74,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9356,254.09,,
Gaia DR3 1395917938032924032,15 21 23.02,46 39 43.21,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.777,360.10,,
Gaia DR3 1472828570236681088,13 22 10.95,33 49 30.30,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.111,163.64,,
Gaia DR3 1483625533903655936,14 06 10.71,37 22 56.92,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4493,289.91,,
Gaia DR3 1512070621268356864,14 08 53.90,52 22 33.94,DZ:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2946,188.87,,
Gaia DR3 1536694184174598016,12 13 00.58,42 19 32.19,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5948,104.22,,
Gaia DR3 1541854432760237312,12 26 11.95,45 34 22.79,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1961,238.32,,
Gaia DR3 1564488979131413888,13 15 25.33,55 10 47.02,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5079,153.66,,
Gaia DR3 1567490130478827008,12 46 57.45,49 52 24.00,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.757,173.70,,
Gaia DR3 1568365547891033984,12 43 31.82,52 22 36.26,DZ:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.989,125.17,,
Gaia DR3 1568670387489882496,12 33 34.56,50 47 33.09,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9865,503.40,,
Gaia DR3 1570888652199518976,12 41 22.68,54 44 48.07,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.733,267.88,,
Gaia DR3 1576545506382064896,12 53 10.99,55 20 55.15,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3539,298.16,,
Gaia DR3 1594447097574524800,15 29 17.41,49 30 42.00,DZ:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6969,114.98,,
Gaia DR3 1595630893639412224,15 21 29.51,51 13 08.29,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4077,293.45,,
Gaia DR3 1609832185824187520,,,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gaia DR3 1627259346340861696,15 43 54.52,60 34 12.86,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7114,368.81,,
Gaia DR3 1658832303768451712,13 40 06.95,57 35 17.28,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7774,264.73,,
Gaia DR3 1661432129076263296,14 07 15.45,61 43 27.76,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6681,214.22,,
Gaia DR3 2449130956525147136,23 52 20.81,-02 34 44.15,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8552,350.24,,
Gaia DR3 2488051121231305216,02 09 24.00,-05 58 43.14,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8126,262.29,,
Gaia DR3 2509295816184165120,01 48 43.03,00 03 30.85,DZ:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6157,618.93,,
Gaia DR3 2515480912690602752,02 28 29.17,03 29 23.37,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4794,403.32,,
Gaia DR3 2521352820176017664,02 10 16.67,07 36 45.03,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4339,184.03,,
Gaia DR3 2536609471724502912,01 00 37.71,00 40 57.10,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6223,103.93,,
Gaia DR3 2545339147372482304,00 17 55.13,00 08 32.05,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0578,485.96,,
Gaia DR3 2551122445390293632,00 42 49.09,03 47 00.10,DZ:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.023,199.08,,
Gaia DR3 2553448011267189248,00 58 28.38,06 35 59.13,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4716,404.60,,
Gaia DR3 2568936522330040192,01 56 30.85,08 21 08.19,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4304,291.51,,
Gaia DR3 2574641682008080640,02 00 24.24,12 26 21.16,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6751,213.90,,
Gaia DR3 2589214231165960192,01 45 21.91,15 51 55.83,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9692,167.53,,
Gaia DR3 2590183003988836736,01 26 12.71,13 54 32.35,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7288,366.46,,
Gaia DR3 2629980411471669632,22 29 02.38,-00 59 08.74,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3259,187.76,,
Gaia DR3 2639889141542030336,23 44 02.55,-02 32 37.03,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6204,216.43,,
Gaia DR3 2653546038031635328,22 43 39.68,-00 03 41.00,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9204,203.24,,
Gaia DR3 2678288897947205632,22 22 13.89,-00 03 12.32,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2337,309.24,,
Gaia DR3 2678693518226102528,22 17 16.00,-00 12 11.39,DZ:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7966,263.39,,
Gaia DR3 2681888149265310720,21 56 21.36,02 13 01.12,DZ:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3945,185.37,,
Gaia DR3 2684752033453543168,21 29 25.44,-03 02 15.58,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7408,364.86,,
Gaia DR3 2702357589731356416,22 33 54.44,01 14 30.07,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0324,329.77,,
Gaia DR3 2738160776413662976,22 30 16.46,19 05 12.07,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.1543,122.63,,
Gaia DR3 2741213398648898432,00 20 54.29,04 59 10.21,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5521,391.83,,
Gaia DR3 2741848023016637184,00 02 43.08,04 12 55.20,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2664,234.39,,
Gaia DR3 2743123697022901120,23 49 27.13,03 47 29.60,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0087,199.65,,
Gaia DR3 2754894999790580736,00 24 20.13,12 09 29.05,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6488,150.40,,
Gaia DR3 2792494620968457728,00 25 48.69,16 04 56.39,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8482,541.07,,
Gaia DR3 2856847765235518080,00 17 35.21,27 45 49.11,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.645,378.07,,
Gaia DR3 3229684152392102144,04 48 12.64,-00 45 00.61,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8269,261.31,,
Gaia DR3 3245521316016171008,04 02 32.75,-05 10 00.26,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7943,357.87,,
Gaia DR3 362779085581873536,00 57 48.82,34 21 41.28,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4336,697.54,,
Gaia DR3 3688869246424920448,12 53 18.04,-00 41 32.18,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8332,260.88,,
Gaia DR3 3742870007676224000,13 14 28.10,13 18 21.13,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8762,205.08,,
Gaia DR3 3809972201592716032,10 53 34.97,04 20 59.03,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.587,278.78,,
Gaia DR3 3833611357992285056,10 03 10.62,00 40 44.69,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4869,133.57,,
Gaia DR3 3840919262026217472,09 30 19.35,00 43 05.34,DZ:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5954,131.66,,
Gaia DR3 3842695282543212288,09 16 43.08,01 05 31.28,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0009,249.94,,
Gaia DR3 3857267144505424896,10 28 17.19,03 58 28.52,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8996,204.10,,
Gaia DR3 3877901026388835072,09 53 03.03,08 03 53.35,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6298,177.63,,
Gaia DR3 3883918657822146944,,,DZH,5496.0,8.179,0.683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.75,36.04,,
Gaia DR3 3936734484845282304,13 12 24.93,16 06 01.51,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7461,266.94,,
Gaia DR3 3950842357193019008,12 06 21.78,18 53 04.97,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7958,1256.60,,
Gaia DR3 3978868079655644928,11 24 35.27,21 19 24.93,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0799,324.69,,
Gaia DR3 4002256895297236992,12 18 03.12,24 53 02.84,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8414,260.32,,
Gaia DR3 4012039422048076288,12 29 42.23,30 25 22.89,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.978,200.88,,
Gaia DR3 4013965388462397824,12 05 30.79,29 41 04.05,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0721,141.40,,
Gaia DR3 4421222051554373504,15 23 14.84,02 24 26.08,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6948,129.96,,
Gaia DR3 4563115779465692800,16 43 25.36,19 44 20.38,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3224,430.59,,
Gaia DR3 4564399596730075264,16 52 16.50,19 32 29.31,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7715,265.15,,
Gaia DR3 4564893964646267904,16 51 36.59,21 14 00.49,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3184,758.50,,
Gaia DR3 4573582236809330432,17 19 17.77,25 41 39.16,DZ:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8908,169.76,,
Gaia DR3 586073163990535424,09 29 29.18,06 29 35.24,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0591,326.89,,
Gaia DR3 619583976302459392,09 42 28.24,15 41 15.02,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8166,262.01,,
Gaia DR3 633146314792063872,09 31 11.96,18 22 11.97,DZ:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9794,251.29,,
Gaia DR3 644895764766092800,09 37 44.05,24 22 43.26,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7982,208.41,,
Gaia DR3 660708734838903808,08 50 39.67,19 32 35.89,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4319,184.10,,
Gaia DR3 671650799679920000,07 49 05.72,18 55 39.55,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.489,222.77,,
Gaia DR3 679451903398359680,08 20 19.19,25 30 12.34,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8975,345.13,,
Gaia DR3 681924224012799616,08 08 40.92,26 01 00.17,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7318,366.06,,
Gaia DR3 686488949615051392,09 02 45.85,23 30 19.83,DZ:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5069,285.15,,
Gaia DR3 693196971274079872,09 04 42.39,28 49 58.08,DZ:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5603,104.60,,
Gaia DR3 694710930065213824,09 17 14.51,26 30 14.92,DZA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3322,157.92,,
Gaia DR3 700617197291678080,09 19 02.65,31 09 38.81,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5352,220.50,,
Gaia DR3 740320459090427264,10 08 36.25,27 48 02.46,DZ:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8354,352.68,,
Gaia DR3 760555007799419008,11 27 01.07,35 57 05.97,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5636,390.08,,
Gaia DR3 777611766040647936,11 13 31.65,41 33 23.79,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6351,611.58,,
Gaia DR3 793111001638696832,09 45 57.16,32 01 38.97,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3514,298.38,,
Gaia DR3 806841599767700096,10 02 20.36,41 33 36.40,DZ:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5872,386.52,,
Gaia DR3 814865212854831488,09 38 35.17,44 02 22.75,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5076,181.57,,
Gaia DR3 826931287817249024,09 52 52.74,50 36 38.49,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.115,243.01,,
Gaia DR3 857027876007243776,11 04 00.29,57 15 12.45,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4186,292.52,,
Gaia DR3 893526237505541888,07 29 08.97,33 47 11.41,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.234,121.45,,
Gaia DR3 904054714178201216,08 30 37.53,36 33 10.14,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5127,661.07,,
Gaia DR3 91232389631746432,01 46 41.50,16 16 24.13,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0739,245.47,,
Gaia DR3 98847744604923392,01 51 25.78,23 19 17.02,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2281,138.35,,
LB 2597,13 13 36.64,57 37 56.25,DZA,8774.0,7.988,0.571,,0.91,-4.0,,,,,,,,,,,,,,,,,,,-9.1,,,,,,,,,,,,,,,,,,,,,14.777,67.67,He,
LHS 2534,12 14 56.77,-02 34 09.55,DZH,5215.0,8.257,0.747,,6.65,-3.0,,,,,,-8.98,,-8.19,,,,,,,,,,,-9.4,,,,,,,,,,,-8.49,,,,,,,,,,26.28455199,38.05,He,
LHS 2710,13 16 18.85,-20 07 31.43,DZ,5094.0,8.376,0.827,-4.2,6.62,-5.0,,,,,,,,,,,,,,,,,,,-10.5,,,,,,,,,,,,,,,,,,,,,43.22843599,23.13,He,15.33
LP 20-214,12 14 32.47,78 22 52.32,DZ,4835.0,7.86,0.497,-4.05,5.35,<-30.0,,,,,,,,,,,,,,,,,,,-11.2283,-9.4,,,,,,,,,,,,,,,,,,,,30.63057742,32.65,H,14.88
LP 212-60,10 22 51.15,39 04 11.71,DZ,6229.0,8.376,0.831,-3.95,4.58,-3.0,,,,,,,,,,,,,,,,,,,-10.28,,,,,,,,,,,,,,,,,,,,,25.56101421,39.12,He,14.74
LP 313-27,09 13 41.98,31 16 09.18,DZ,4874.0,7.936,0.53,,5.62,-4.0,,,,,,,,,,,,,,,,,,,-10.31,,,,,,,,,,,,,,,,,,,,,18.17086763,55.03,He,
LP 401-31,23 00 22.32,22 04 16.52,DZ,7060.0,8.064,0.614,-3.7,1.73,-4.0,,,,,,,,,,,,,,,,,,,-10.14,,,,,,,,,,,,,,,,,,,,,16.37900101,61.05,He,14.0
LP 404-7,23 57 50.93,19 49 10.10,DZ,6078.0,8.162,0.674,,3.59,-2.0,,,,,,,,,,,,,,,,,,,-8.0,,,,,,,,,,,,,,,,,,,,,24.90310494,40.16,He,
LSPM J0044+0418,00 44 51.67,04 18 18.07,DZ,6018.0,8.159,0.672,,3.74,-4.0,,,,,,,,-8.3,,,,,,,,,,,-9.84,,,,,,,,,,,-8.4,,,,,,,,,,13.28992282,75.24,He,
LSPM J0058+1102,00 58 21.45,11 02 37.17,DZ,6366.0,8.0404,0.5974,,2.14,<-3.2278,,,,,,,,,,,,,,,,,,,-9.6668,,,,,,,,,,,,,,,,,,,,,8.244926847,121.29,He,
LSPM J0107+2650,01 07 28.36,26 50 18.77,DZH,5151.0,8.114,0.641,,6.21,-4.0,,,,,,-8.22,,-7.93,,,,,,,,,,,-9.5,,,,,,,,,,,-7.73,,,,,,,,,,13.89708366,71.96,He,
LSPM J0823+0546,08 23 03.62,05 46 54.77,DZ,5831.0,7.915,0.521,,2.49,-4.0,,,,,,,,-8.51,,,,,,,,,,,-9.34,,,,-9.9,,,,,,,-7.36,,,-8.59,,,,,,,20.84132191,47.98,He,
LSPM J1351+4253,13 51 18.74,42 53 12.89,DZ,6748.0,8.324,0.799,,2.71,-2.0,,,,,,,,,,,,,,,,,,,-10.9,,,,,,,,,,,,,,,,,,,,,25.43081634,39.32,He,
LSPM J2201+0219,22 01 23.17,02 19 35.50,DZ,4580.0,7.921,0.521,,6.1,-5.0,,,,,,,,,,,,,,,,,,,-10.8,,,,,,,,,,,,,,,,,,,,,15.60652633,64.08,He,
LSPM J2231+0906,22 31 01.17,09 06 33.75,DZ,5626.0,8.001,0.571,,3.7,-2.0,,,,,,,,-8.1,,,,,,,,,,,-9.96,,,,,,,,,,,-9.0,,,,,,,,,,11.2762,88.68,He,
NAME HL 4,05 55 10.10,-04 10 44.14,DZ,4821.0,8.173,0.689,-4.2,6.45,<-30.0,,,,,,,,-8.66,,,,,,,,,,,-11.15,,,,,,,,,,,,,,,,,,,,,155.2373,6.44,He,15.44
NLTT 19026,08 09 40.34,11 12 26.11,DZ,6375.0,8.116,0.645,,2.61,-4.0,,,,,,,,,,,,,,,,,,,-11.15,,,,,,,,,,,,,,,,,,,,,19.08770047,52.39,He,
NLTT 19272,08 19 14.66,57 32 55.87,DZ,6055.0,7.98,0.56,,2.37,-3.0,,,,,,,,,,,,,,,,,,,-11.12,,,,,,,,,,,,,,,,,,,,,18.31856744,54.59,He,
OMHR 10489,13 19 36.19,30 25 19.89,DZ,9506.0,8.1148,0.6496,,0.845,<-5.7857,,,,,,,,,,,,,,,,,,,-9.5696,,,,,,,,,,,,,,,,,,,,,6.138432884,162.91,He,
PB 424,10 37 56.58,43 41 04.32,DZ,11075.0,8.0621,0.6199,,0.521,<-5.9867,,,,,,,,,,,,,,,,,,,-8.2752,,,,,,,,,,,,,,,,,,,,,4.386245937,227.99,He,
PB 6156,00 46 44.59,07 04 27.38,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3407,136.23,,
PB 85,13 09 05.34,49 13 58.59,DZ,8422.0,8.007,0.582,,1.03,-4.0,,,,,,,,,,,,,,,,,,,-9.96,,,,,,,,,,,,,,,,,,,,,12.67107176,78.92,He,
PG 1225-079,12 27 47.23,-08 14 38.62,DZAB,11248.0,8.271,0.773,,0.59,-4.05,-7.8,,,<-5.54,,<-8.26,,-7.5,,<-7.84,,-7.45,,,,<-9.50,,,-8.06,,-11.29,,-9.45,,-10.41,-9.27,,-9.79,,-7.42,,,-8.76,,,<-11.30,,,<-11.65,30.55648357,32.73,He,12.44
PG 2322+119,23 24 57.95,12 07 36.84,DZA,9128.0,7.9054,0.5241,,0.699,-3.9707,-6.0,,,,,,,,,,,,,,,,,,-9.0886,,,,,,,,,,,,,,,,,,,,,19.84792642,50.38,He,
PHL 1255,02 18 36.84,-09 19 44.08,DZ,10007.0,8.109,0.647,,0.76,-5.0,,,,,,,,,,,,,,,,,,,-10.13,,,,,,,,,,,,,,,,,,,,,10.16168835,98.41,He,
PM J03196+3630,03 19 38.41,36 30 29.91,DZ,6830.0,8.326,0.8,-3.8,2.73,-4.0,,,,,,,,,,,,,,,,,,,-9.26,,,,,,,,,,,,,,,,,,,,,31.17370534,32.08,He,14.26
PSO J164.1738+57.2466,10 56 41.72,57 14 46.88,DZ,7306.0,8.049,0.605,,1.56,-3.0,,,,,,,,,,,,,,,,,,,-10.47,,,,,,,,,,,,,,,,,,,,,10.59549795,94.38,He,
Ross 640,16 28 24.34,36 46 27.79,DZA,8964.0,8.309,0.793,-3.22,1.06,-3.0,<-9.0,,,,,,,-7.4,,<-8.25,,-7.9,,,,,,,-8.86,,,,,,,,,,,-8.44,,,,,,,,,,62.91089693,15.90,He,13.01
SDSS J000215.65+320914.1,00 02 15.64,32 09 14.54,DZ,6466.0,8.257,0.737,,3.74,<-3.0838,,,,,,,,-7.4,,,,,,,,,,,-9.1,,,,,,,,,,,-7.9,,,,,,,,,,5.489529646,182.16,He,
SDSS J000232.35-062746.0,00 02 32.35,-06 27 46.04,DZ,7306.0,8.0,,,0.0,<-4.0525,,,,,,,,,,,,,,,,,,,-9.6195,,,,,,,,,,,,,,,,,,,,,,343.5795,He,
SDSS J000341.93+224043.7,00 03 41.93,22 40 43.70,DZ,5493.0,8.0,,,0.0,<-3.0006,,,,,,,,,,,,,,,,,,,-10.2747,,,,,,,,,,,,,,,,,,,,,,229.1136,He,
SDSS J000418.68+081929.9,00 04 18.69,08 19 29.95,DZ,5843.0,8.0,,,0.0,<-3.0,,,,,,-8.8,,-7.2,,,,,,,,,,,-8.8,,,,,,,,,,,-7.6,,,,,,,,,,,337.3978,He,
SDSS J000439.38+253150.6,00 04 39.35,25 31 50.19,DZ,12132.0,8.3209,0.7872,,0.611,<-6.0384,,,,,,,,,,,,,,,,,,,-8.2745,,,,,,,,,,,,,,,,,,,,,2.707982474,369.28,He,
SDSS J000614.53+052039.0,00 06 14.58,05 20 39.35,DZ,5783.0,7.839,0.478,,2.61,<-3.0,,,,,,,,-8.6,,,,,,,,,,,-9.8,,,,,,,,,,,-9.6,,,,,,,,,,5.763547198,173.50,He,
SDSS J000950.09+015219.6,00 09 50.09,01 52 19.59,DZ,7159.0,8.2462,0.7312,,2.38,<-3.815,,,,,,,,,,,,,,,,,,,-9.45,,,,,,,,,,,,,,,,,,,,,4.153476695,240.76,He,
SDSS J001037.06-062857.7,00 10 37.06,-06 28 57.80,DZ,7883.0,8.0,,,0.0,<-4.5074,,,,,,,,,,,,,,,,,,,-9.8723,,,,,,,,,,,,,,,,,,,,,,488.1363,He,
